下的關鍵字,時間,網址,新聞標題,內容
武漢肺炎,2020-03-19 08:30:00,https://news.cnyes.com/news/id/4454679,世衛要川普勿稱「中國病毒」 川普抗議：病毒就是來自中國,世界衛生組織 (WHO) 官員週三 (18 日) 警告，美國總統川普不要將武漢肺炎 (COVID-19) 稱為「中國病毒」，這可能無意間導致種族歧視。美國總統解釋，這無關種族歧視，也不是汙名化。世衛緊急事件規劃執行主任 Mike Ryan 週三表示：「病毒無國界，也無關種族、膚色或戶頭裡有多少錢… 非常重要的一點是，我們必須謹慎使用語言。」川普持續將新冠病毒稱為「中國病毒」，他週三辯護道，稱中國病毒的原因是，中國試圖捏造病毒是美國士兵帶去中國的。川普稱：「我不欣賞中國說病毒是美軍帶到中國的，中國散布的資訊是錯誤的…(所以) 我必須稱呼病毒來自哪裡。它確實來自中國。因此，我認為這是一個非常準確的用語。」川普還解釋：「病毒來自中國，這就是原因。這根本不是種族主義者，不，根本不是。」川普週三還援引《國防生產法》希望將防疫行動升級，將使美國政府加快口罩、呼吸器材和其他所需設備的生產。由於疫情危機不斷，川普自稱戰時總統要對抗新冠病毒。川普信誓旦旦表示：「我們將擊敗無形的敵人。
武漢肺炎,2020-03-19 07:55:00,https://news.cnyes.com/news/id/4454711,盤前財經大事搶先讀2020年03月19日,"法說會：美時、捷迅、明泰、中美晶
除權息：台積電武漢肺炎疫情的不確定性仍讓華爾街憂心忡忡，週三 (18 日) 美債殖利率上升、原油暴跌 24% 刷 18 年來新低、美元連 7 日揚，美股開盤賣壓不止，盤中再度遭逢熔斷，爾後美股拋售潮持續，道瓊一度暴跌逾 2000 點。閱讀全文...週三 (18 日) 交易，因應各國持續封關防疫以及沙俄大打原油價格戰的背景，原油期貨價格重挫，WTI 原油創 2002 年以來最低收盤價。閱讀全文...為挽救台股跌跌不休頹勢，財金部會將聯手出招救市，繼金管會宣布 5 大措施後，國安基金執行秘書阮清華證實，國安基金今 (19) 日盤後將召開臨時委員會討論進場時機，力抗空頭賣壓穩定股市信心。閱讀全文...晶圓代工龍頭台積電 (2330-TW) 昨 (18) 日公告，有一名員工確診 COVID-19(新冠病毒肺炎)，該名員工已入院進行妥善診治，其曾近距離接觸者約 30 人，並已即刻進行為期 14 日居家隔離，公司並決議，將啟動分組辦公營運模式，強調此事件不影響公司營運，相關細節以政府公開資訊為主。閱讀全文...金管會證券期貨局昨 (18) 日公告，文曄 (3036-TW) 與祥碩 (5269-TW) 換股一案，因申報書件應記載事項不充分，即日起停止申報生效。閱讀全文.."
武漢肺炎,2020-03-19 06:55:00,https://news.cnyes.com/news/id/4454686,〈能源盤後〉全球鎖國封關 沙俄價格戰 原油摔至18年低點,週三 (18 日) 交易，因應各國持續封關防疫以及沙俄大打原油價格戰的背景，原油期貨價格重挫，WTI 原油創 2002 年以來最低收盤價。WTRG Economics 能源經濟學家 James Williams 表示，「這前所未有，在 OPEC 增產後，我們供應過剩會達到史上最嚴重的地步。」根據道瓊斯市場數據，經通膨調整後，近月紐約商品交易所（Nymex）WTI 原油期貨交易價格處於 1999 年 3 月以降最低水準左右。FXTM 高階研究分析師 Lukman Otunuga 表示，「原油是迄今武漢肺炎疫情下受創最慘重的資產，WTI 原油和 Brent 原油自今年年初起迄今巨貶 60%，且如果疫情持續惡化，能源需求前景也可能更灰暗，原油還會擴大跌價。」「沙烏地阿拉伯和俄國之間的激烈價格戰更加劇供應過剩的擔憂，無疑是火上添油，倘若局勢沒有任何變動，WTI 原油可能測試 20 美元。」美政府已經示意支持一項 1 兆美元或以上的刺激方案，其中包括直接付款給個人，以及提供企業救助計畫。Fed 在週日緊急降息並追加刺激措施後，週二又宣布商業票據融資機制，旨在提供市場流動資金支撐，接著又推出一級交易商信貸機制 (PDCF)。JBC Energy 分析師報告指出，「近期市場對需求的恐懼粉碎了大眾對財政刺激措施的盼望。歐盟證實旅遊限制，歐洲汽車和航空產業也在減產，這樣的局勢發展可能對石化產品生產商帶來更多麻煩。」由於 OPEC 與 OPEC + 未能達成新減產協議，目前的生產協議將於本月底到期。Williams 表示，「除非 OPEC 妥協，否則價格可能會觸及 20 美元，甚至更低。但也不會因為低價，就推升需求量，必須等到全球經濟開始復甦，需求才會上升。」EIA 週三公布庫存連續第八週上升後，原油價格擴大跌幅。美國原油供應量上週 (3/13 止) 增加 200 萬桶。根據 S&P Global Platts，分析師原預期原油庫存增加 260 萬桶。API 週二估計原油庫存下降 42.1 萬桶。EIA 報告也顯示，上週汽油庫存下降 620 萬桶、蒸餾油庫存下降 290 萬桶。根據 S&P Global Platts，分析師原預期汽油庫存下降 380 萬桶、蒸餾油下降 320 萬桶。根據 S&P Global Platts，分析師預期天然氣上週庫存下降 80 億立方英呎
武漢肺炎,2020-03-19 06:23:00,https://news.cnyes.com/news/id/4454688,〈紐約匯市〉避險需求升溫 美元飆漲至3年高位 英鎊澳幣創多年新低,武漢肺炎 (COVID-19) 疫情持續延燒，鉅額資金湧入避險美元，週三 (18 日) 美元指數上漲. 45% 至 101.25，觸及 2017 年 4 月以來最高水平。美元在過去兩週內的時間上漲了 5% 以上，創下 2008 年 11 月金融危機以來的單週最高漲幅。避險貨幣成功感知到美元走強，穩住漲幅，美元兌日圓上漲 0.34%，守住 108 水平區間，日圓多頭將匯價目標上調於 109 至 111 美元之間；瑞郎也出現類似漲幅，至 0.9598 美元。紐約資產管理公司 PineBridge Investments 投資級固定收益副總裁 Gunter Seeger 表示：「市場對疫情、油價和工作都相當緊張，這一切皆是美元短缺所造成的」在急速降息至零利率，並推出新一輪購債計畫後，美國聯準會週二 (17 日) 宣布將恢復 2008 年金融危機期間使用的融資工具，直接為企業和家庭部門提供信用支持，有助直接注資中小企業。聯準會先後啟動商業票據融資便利機制 (CPFF) 和一級交易商信貸機制 (PDCF) 兩項措施，這也是自金融危機以來，Fed 首次動用此項「特權」荷蘭合作銀行高級外匯分析師 Jane Foley 表示，「美元走強，可見聯準會採取行動總比沒有來得好，與此同時，市場最關注的焦點還是疫情何時結束。」美元強漲讓美國以外的經濟體面臨更進一步的壓力，全球各地的貨幣紛紛下跌，各國央行努力維持貨幣市場正常運作，多種貨幣匯價承壓。英鎊、澳幣和紐幣跌至多年低點，澳幣兌美元跌至 17 年低點 0.5776，紐幣觸及十年低點 0.5841。英鎊也跌破 1.19，週三 (18 日) 英鎊兌美元重摔 3.46% 至 1.1633，盤中一度下跌 4% 至 1.1459 美元，為 1985 年以來最低點，逼近 2016 年 10 月「閃電崩盤」的 1.1450 水平，同時低於英國脫歐公投後的匯價。瑞銀 (UBS) 週一在一份報告中暗示，英鎊兌美元目前的折讓幅度超過 20%，但瑞銀分析師 Dean Turner 和 Thomas Flury 預計，一旦全球經濟企穩，英鎊將反彈。歐元下滑至隔夜低點 1.0912，由於歐洲債市的波動，令歐元區國家警醒到疫情爆發所需的成本，抑制了歐元漲勢。義大利、西班牙武漢肺炎 (COVID-19) 死亡人數持續飆升，法國昨日 (17 日) 宣布實施全境封鎖，歐盟各國領袖一致同意，封鎖歐盟邊界 30 天，以減緩武漢肺炎疫情。德國與許多歐元區外圍國家的公債殖利率之間的價差迅速膨脹。德國 10 年期公債殖利率與希臘公債殖利率之間的價差，從 3 月初的 193 個基點增加到 400 個基點。義大利已從一個月前的 129 個基點上升到現在的 284 個基點，西班牙從 67 個基點上升到 145 個基點，葡萄牙從 60 個基點上升到 167 個基點。大華銀行分析師說道：「我們沒想到歐元會突然暴跌，甚至跌至隔夜低點 1.0953，但由於跌幅仍未穩定，我們估計歐元不會跌破下個支撐位 1.0900」。截至週四 (19 日) 台灣時間 5:30 價格：美元指數來到 101.250。+1.45%歐元兌美元匯率來到 1 歐元兌換 1.0912 美元。-0.01%英鎊兌美元匯率來到 1 英鎊兌換 1.1633 美元。-3.46%澳幣兌美元匯率來到 1 澳幣兌換 0.5776 美元。-3.71%美元兌加幣匯率來到 1 美元兌換 1.4518 加幣。+2.22%美元兌日圓匯率來到 1 美元兌換 108.06 日圓。+0.34
武漢肺炎,2020-03-19 06:14:00,https://news.cnyes.com/news/id/4454680,〈美股盤後〉美股又熔斷！道瓊狂瀉1300點  3年首見破2萬點大關,武漢肺炎疫情的不確定性仍讓華爾街憂心忡忡，週三 (18 日) 美債殖利率上升、原油暴跌 24% 刷 18 年來新低、美元連 7 日揚，美股開盤賣壓不止，盤中再度遭逢熔斷，爾後美股拋售潮持續，道瓊一度暴跌逾 2000 點。儘管川普政府釋出兆美元刺激方案部分細節，計畫援引《國防生產法》讓防疫行動升級，美國會亦通過《家庭應對疫情援助法案》(Families First Coronavirus Response Act)。美股四大指數終場仍無力回天，道瓊狂瀉 6.3%，幾乎抹去川普 2017 年上任以來的漲幅，標普跌至自 2018 年 12 月以來新低。全球疫情消息方面，武漢肺炎 (COVID-19) 肆虐全球 160 多個國家，目前有超過 20 萬人染疫，造成至少 8727 人死亡，美國確診 7，324 例、115 例死亡， 全球各國封關緊鑼密鼓，台灣封關後，美加兩國宣布關閉其接壤邊境、巴基斯坦出現死亡首例，伊朗釋放 10 萬囚犯，歐洲祭出紓困方案，英國宣布停課並考慮封城，紐約證交所 (NYSE) 宣布將關閉交易大廳改電子作業。週三 (18 日) 美股四大指數表現：科技五大巨擎僅亞馬遜獨強，蘋果 (AAPL-US) 下跌 2.45%；臉書 (FB-US) 下跌 1.65%；Alphabet (GOOGL-US) 下跌 2.40%；亞馬遜 (AMZN-US) 逆勢上漲 1.23%；微軟 (MSFT-US) 下跌 4.21%。道瓊 30 檔成分股盡數通殺，雪佛龍 (CVX-US) 暴跌 22.12%；埃克森美孚 (XOM-US) 暴跌 10.02%。美國運通 (AXP-US) 暴跌 14.82%；聯合技術 (UTX-US) 暴跌 14.48%；摩根大通 (JPM-US) 暴跌 10.53%；IBM (IBM-US) 下跌 2.91%；沃爾瑪 (WMT-US) 上漲 2.78%；3M (MMM-US) 上漲 1.92%；思科 (CSCO-US) 上漲 4.56%。費半成份股虧損不堪，AMD (AMD-US) 暴跌 6.59%；Nvidia (NVDA-US) 暴跌 6.65%；應用材料 (AMAT-US) 暴跌 12.66%；美光 (MU-US) 暴跌 7.20%；高通 (QCOM-US) 暴跌 11.14%；英特爾 (INTC-US) 暴跌 4.93%。台股 ADR 欲振乏力，台積電 ADR (TSM-US) 暴跌 8.56%；日月光 ADR (ASX-US) 暴跌 11.08%；聯電 ADR (UMC-US) 下跌 3.91%；中華電信 ADR (CHT-US) 下跌 4.10%。焦點個股國際航空運輸協會預測，75% 航空業現金將很快在三個月內用光，航空企業將需要高達 2000 億美元的政府金援來度過寒冬。達美航空 (DAL-US) 暴跌 25.99%，該公司 3 月份營收下降 20 億美元，將停運逾半機隊，並警告 4 月份會更糟糕。此外，波音 (BA-US) 未能解決現金流問題，其股價暴跌 17.92% 至每股 101.89 美元，刷 7 年低點。美國底特律三大汽車巨頭「通用汽車 (GE-US)、福特汽車 (F-US)、菲亞特克萊斯勒 (NV-US)」計畫關閉所有美國汽車工廠，以防止疫情在約 15 萬名工廠員工中傳播，三大汽車巨頭股價全數跌逾 6%。星巴克 (SBUX-US) 表示將回購 4000 萬庫藏股，其中國門市已有 90% 恢復營業， 其股價週三下跌 4.49%。華爾街分析德意志銀行週三預測，由於全球嚴重衰退，美國第二季國內生產毛額 (GDP) 可能下降 13%。摩根大通週三調降預期，美國本季可能下降 4%，下一季下降 14%，全年可能下降 1.5％。Janus Henderson Investors 多元資產部門主管 Paul O 'Connor 表示：「風險偏好持續復甦缺少一項基本因素，就是全球確診增率達峰值的證據… 很顯然，我們還沒有達到那個目標。」Pershing Square Capital Management 首席執行長 Bill Ackman 表示：「現在讓美國人民和美國企業感到害怕的是企業倒閉潮逐漸來襲。
武漢肺炎,2020-03-19 05:50:00,https://news.cnyes.com/news/id/4454687,〈貴金屬盤後〉市場恐慌拋售去槓桿 黃金摔近4個月低點,週三 (18 日) 交易，黃金期貨價格重挫至去年 12 月以來最低收盤價，顯示武漢肺炎疫情重創股市時期，投資者拋售黃金變現的恐慌心態持續壓過黃金傳統避險吸引力。GoldMining 執行副總裁 Jeff Wright 表示，市場流動性資產的恐慌性拋售越來越多。美財長梅努欽 (Steven Mnuchin) 警告，如果不採取刺激措施，失業率可能達 20%，「這恐怕是我能看到的所有產業轉向下坡的轉捩點。」「黃金可能會反彈上升到 1550 美元，但我仍認為近期內黃金處於 1500 至 1600 美元，長期來說，一旦恐慌情緒平息且轉向新常態後，黃金就會走高。」週一黃金甫在連續 6 個交易日來首日收高，今日即觸及最前月契約自去年 12 月以來最低收盤價。美股經週二反彈後，週三又大幅下跌，儘管貴金屬具有避險地位，但最近幾週股市和其他風險資產劇烈的拋售也拖累黃金下挫，因為基金和其他投資者為了去槓桿化，被迫拋售黃金和其他資產。德國商銀分析師 Daniel Briesemann 報告提到，美元強勁上漲可能也是金價下行的一個因素。美元週二貿易加權基礎上登 3 週高點，且因全球爭搶美元而承受上行壓力。因商品以美元計價，美元走強不利商品價格。ICE 美元指數週三上升 1.9%。Briesemann 指出，公債利率上升也同樣是金價阻力。10 年期公債殖利率上升 15.4 個基點達 1.12%。週三數據顯示，2 月新屋開工較前月下降 1.5% 至 160 萬個單位。然而，Wright 認為，「雖然這數據一般是利多，但這房市數據和接下來數週大多數經濟數據一樣都無關緊要。」由於武漢肺炎疫情嚴重，禁止召開大型會議，因此原定於週三召開的 FOMC 會議已被取消，但 Fed 本週已將政策利率調降至貼近 0 的水準並重啟購債計劃，且增加額外的回購拍賣以挹注流動資金至短期貨幣市場
武漢肺炎,2020-03-19 03:03:00,https://news.cnyes.com/news/id/4454678,川普兆美元刺激提案：航空業獲五百億美元 美公民獲五千億美元,川普政府正計畫推出兆美元的刺激方案，週三白宮要求國會批准兩項自 4 月 6 日啟動的撥款項目，包括提供美國公民 5000 億美元現金，美國航空公司提供 500 億美元抵押貸款，以緩解武漢肺炎 (COVID-19) 造成的財務影響。美國政府週二 (17 日) 表示，有計畫直接對美國公民發放 1000 美元現金紓困。川普總統週三表示，目前尚不清楚發放全民支票的額度：「我們正在尋找不同的數字… 每個人似乎都想要更多。」參議院少數黨領袖舒默 (Charles Schumer) 表示，現在不是採取小規模措施的時候，希望針對最需要的人發放更多的現金。週三川普政府還進一步釋出兆美元刺激方案的細節，美國政府尋求額外 1500 億美元的抵押貸款，以幫助陷入困境的產業，並提供 3000 億美元的小企業業務中斷貸款。武漢疫情受災影響最大的領域有旅館、飯店、航空製造和郵輪企業。川普已經與波音等航空業開會，此外還與萬豪和希爾頓等餐旅業開會，討論 2500 億美元的一系列援助方案。川普週三公開承諾：「我們想幫助所有人。」美國參議院撥款委員會主席 Richard Shelby 表示，協助航空業度過這場風暴的最好方法，是通過抵押貸款提供流動性
武漢肺炎,2020-03-19 01:44:00,https://news.cnyes.com/news/id/4454683,美股熔斷後恢復交易！道瓊持續崩逾 2000 點 回吐川普上任以來漲幅,美東時間週一 (台北時間週二凌晨) 下午 1 時許，美股四大指數持續雪崩，道瓊狂瀉逾 1660 點，跌破 7%，回吐川普上任以來漲幅，與此同時，標普亦跌破 7%，雙雙觸發熔斷機制，紐約交易所爾後暫停交易 15 分鐘。週一 (18 日) 道瓊自熔斷後恢復交易，但其跌勢仍不休，持續探底，截稿前，該指數跌逾 2000 點、暫報 19229 ，和 2017 年 1 月 19 日川普就職日前一日收盤價 (‭19，732.4‬點) 相比，已回吐川普上任以來所有漲幅。道瓊 30 檔成分股中，美國運通跌幅超過 16%。標準所有板塊中，能源股表現最慘，暴跌 11%，主要是受到原油價格跌至 18 年以來的最低的影響，美國 WTI  大跌 19.2% 或 5.19 美元，暫報每桶 21.76 美元，正步入史上第三糟的一天。武漢肺炎全球大流行，164 個國家 / 地區皆出現確診病例，已有逾 20 萬人感染，並造成近 8500 人死亡，引發自二次世界大戰以來，全球前所未有的緊急封關鎖國、陷入經濟困境和市場動盪。川普去年 12 月 23 日推文表示，自他當選以來道瓊已上漲 55%，並承諾最好的時刻尚未到來，但隨後短短不到三個月，道瓊進入熊市，如今拋售潮持續不斷
武漢肺炎,2020-03-18 22:10:00,https://news.cnyes.com/news/id/4454654,美加封鎖局部邊界！避險基金大咖：封關能助美股飆升,隨著武漢肺炎 (COVID-19) 疫情蔓延，全球各國都開始封關鎖國，川普政府週三 (17 日) 宣布，將關閉北方與加拿大接壤的邊境，但貿易活動不會受到影響。知名避險基金大咖此前呼籲美國全面封關，降低感染率，提振美股飆升。美國總統川普週三推文表示：「經美加兩國同意，美國將暫時關閉與加拿大的北部邊境，禁止非必要的交通，但貿易不會受到影響。細節隨後公布！」據外媒引述消息人士表示，美加封關的情況之下，美加兩國邊界將容許醫療物資、食品及其他諸如零件等商品的貿易往來。知名避險基金大咖 Bill Ackman 週三稍早前表示，他呼籲川普總統關閉國家邊境，並為美國人提供一個月的「免稅」春假。美國政府週二宣布延後美國公民所得稅申報截止日 (4 月 15 日)，至多 90 天。Bill Ackman 稱：「當送大家回去放春假並關閉邊境時，美國感染率將直線下降，美股將飆升，烏雲將會散去。」Bill Ackman 警告，推遲封關將持續帶給人們災難性的代價，他敦促川普：「現在就把所有人送回家。」全球目前有超過 20 萬人染疫，造成至少 8，007 人死亡，美國已有 6，496 例確診，114 例死亡，世界各國正緊鑼密鼓地進行封關中。川普宣布此消息前日，歐盟宣布關閉邊界，加拿大週一宣布，加拿大政府將對所有非加拿大的公民和居民關閉邊境，加國總理杜魯道 (Justin Trudeau) 當時表示，基於美加兩國經濟體融合程度，會對美國公民豁免入境禁令
武漢肺炎,2020-03-18 20:13:00,https://news.cnyes.com/news/id/4454571,馬來西亞今日起鎖國 新加坡恐出現20來的首次衰退,武漢肺炎疫情持續延燒，馬來西亞宣布從今日 3 月 18 日起至本月 31 日止，禁止公民出國和遊客入境。這項旅行禁令切斷了馬國對新加坡主要勞動力來源的供應，加上疫情對小型開放的經濟體的衝擊，新加坡正邁向近 20 年來的首次全年衰退。馬來西亞宣布於週三 (18 日) 開始禁止出入境，以對抗武漢肺炎疫情的傳播。此舉預期將打擊新加坡企業，因為新加坡企業僱用約 30 萬的馬來西亞人，鎖國後預期將中斷對新加坡每日的勞力供應。一家化工廠的負責人 Erman Tan 表示，在禁令實施期間，他的四名馬來西亞員工將留在新加坡，但他仍在準備減緩生產，因為預計原料供應會因此受到干擾。」ING 經濟學家 Prakash Sakpal 表示：「這對服務業和中小型企業成了很大的打擊，尤其是對於新加坡的中小企業，十分依賴馬來西亞的勞工。」澳盛銀行 (ANZ) 的經濟學家 Khoon Goh 表示：「近幾週來，金融狀況已經嚴重收緊，在各國為遏制武漢肺炎疫情爆發而施加的封鎖下，新加坡很難避免陷入經濟衰退。」新加坡正制定第二輪經濟刺激計劃，以幫助企業和工人面對疫情帶來的衝擊。穆迪分析公司的 Steve Cochrane 認為，刺激措施在短期內比貨幣行動「更為有效」，並指出財政政策將直接為小型企業提供幫助。也有市場預期，新加坡央行將在 4 月推出寬鬆政策，甚至可能提前介入市場救市
武漢肺炎,2020-03-18 20:10:00,https://news.cnyes.com/news/id/4454637,搶救台股10年線 國安基金明天盤後開會討論護盤,為挽救台股跌跌不休頹勢，財金部會將聯手出招救市，繼金管會宣布 5 大措施後，國安基金執行秘書阮清華證實，國安基金明 (19) 日盤後將召開臨時委員會討論進場時機，力抗空頭賣壓穩定股市信心。台股今 (18) 日再度重挫 220 點，加權指數收在 9218.67 點，逼近 10 年均線 9114 點關卡，隨著武漢肺炎疫情擴大、國內確診病例暴增至 100 例，為避免疫情衝擊投資信心，國安基金明天將召開臨時委員開會進場護盤，力撐 10 年線關卡不破。武漢肺炎疫情重挫全球資本市場，美國聯準會大動作降息 6 碼，但仍難挽美股墮入熊市頹勢，美股四大指數翻紅但僅是曇花一現，美股期貨指數今早仍翻黑拖累台股重挫 220 點，假設美股今晚續跌，台股 10 年線勢將失守。阮清華表示，武漢肺炎疫情衝擊全球市場，導致國際股市劇烈震盪整理，台股自 1 月高點以來已經下跌四分之一，加上世界各國陸續因應疫情而鎖國、封城，引發市場恐慌性賣壓出籠，拖累台股一路下探接連失守萬點，逼近 10 年線邊緣。阮清華強調，國安基金明日盤後將召開臨時委員會，至於 5000 億元銀彈何時進場，必須由委員會決議
武漢肺炎,2020-03-18 20:00:00,https://news.cnyes.com/news/id/4454451,ECB：武漢肺炎疫情的影響 可能持續數月,歐洲央行 (ECB) 副行長 Luis de Guindos 在週三 (18 日) 表示，武漢肺炎疫情的爆發對各個經濟體的影響將是暫時的，儘管可能再持續數週或數月。Guindos 也表示，歐洲央行準備好在必要時候採取大膽的措施，如果有需要的話，歐洲央行仍擁比僅是執行貨幣政策更有效的工具。Guindos 也表示，歐盟成員各國政府採取協調一致的行動，對於減輕武漢肺炎疫情的衝擊非常重要，西班牙政府對疫情採取的措施是歐洲各國中最為積極的。「採取共同的應對措施，對整個歐洲的來說非常關鍵。對於歐元區而言，單一的財政手段至關重要。」Guindos 說道。此外，他也表示，歐洲穩定機制有 4100 億歐元的能力，但歐洲央行長期以來倡導的共同歐元區財政工具也將有所幫助。儘管歐洲央行上週就廣泛的刺激措施達成了一致，但市場仍在質疑，如果疫情加深，歐洲央行是否還有任何有效的手段。歐洲央行對此表示，準備採取進一步措施以支持陷入危機的歐元區經濟，試圖消除人們對該行沒有彈藥的擔憂；而奧地利央行行長 Robert Holzmann 也認同表示，歐洲央行的貨幣政策已經很長一段時間都沒有達到極限，「貨幣政策工具箱」仍然充足。週二 (17 日) 歐洲央行宣布，將通過首次超低利率貸款，向銀行提供 1，091 億歐元 (1203 億美元) 的貸款，以幫助受疫情衝擊的企業渡過危機，旨在為陷入困境的企業提供過渡性融資
武漢肺炎,2020-03-18 18:55:00,https://news.cnyes.com/news/id/4454452,菲律賓今日重啟匯、債市 週四股市恢復交易,在股匯債市停止交易兩天後，菲律賓證券交易所 (PSE) 週二 (17 日) 晚間宣布，外匯及債券市場今 (18 日) 起恢復交易，股市交易則定於週四 (19 日) 恢復。菲律賓財政部長 Carlos Dominguez 週二 (17 日) 表示金融市場將重新開放，並稱政府已將金融交易列入「免於呂宋島嚴格居家檢疫」的基本服務清單，股市交易將於週四 (19 日) 恢復，但交易時間仍將縮短為上午 9 點半至下午 1 點，較表定時間提前兩個半小時收盤。證券交易委員會 (SEC) 也發佈聲明表示，證交所將重新開放，但所有交易僅限於遠端進行。受到武漢肺炎 (COVID-19) 疫情影響，菲律賓證交所和菲律賓銀行家協會 (BAP) 週二發布公告，宣布即日起將暫停所有交易，為全球唯一一個關閉金融市場的國家。菲律賓央行總裁 Benjamin Diokno 呼籲民眾留在家中，與當局合作採取應對疫情大流行的措施。他警告若這些步驟失敗，菲律賓經濟將遭受更大打擊。「重點應該放在如何讓整個呂宋島的地區檢疫發揮作用。成功的話將能降低負面影響，同時期待 V 型復甦出現。若失敗，負面影響可能非常大，且會持續一段時間。」恢復交易後，週三 (18 日) 開盤批索兌美元匯率先跌後漲，收漲 0.9％，創下 2019 年 3 月以來的最大漲幅。由於缺乏流動性，債券殖利率大多走高。交易員稱，披索早盤下跌是因為市場暫停交易後，美元需求受到壓抑，缺乏流動性之下更放大了壓抑情況。花旗集團馬尼拉市場和證券服務主管 Paul Raymond Favila 表示：「當局的另類策略顯然正在影響市場流動性。
武漢肺炎,2020-03-18 17:57:00,https://news.cnyes.com/news/id/4454449,疫情助長空頭氣勢 台股三天市值蒸發2.8兆,美股期指重挫拖累台股繼續走跌，終場不敵賣壓湧現大跌 220 點，指數失守 9400 點、收在 9218.67 點，逼近 10 年線關卡，上市公司市值三天內蒸發 2.8 兆元，市值掉回 28.03 兆元。歐美武漢肺炎疫情持續失控，美股四大指數昨 (17) 日反彈，但多頭氣勢曇花一現，美股期貨指數今 (18) 日在空方氛圍籠罩下重挫，台股今天再跌 220 點，上市公司市值本週已蒸發 2.77 兆元。武漢肺炎疫情嚴峻，美國總統川普下猛藥，擬推出 1 兆美元振興方案，激勵四大指數同步翻紅，道瓊工業指數更大舉反彈逾千點，但今早受美股期貨指數翻黑拖累，台股也失守 9400 點關卡。外資 3 月以來持續賣超台股，本週以來累計賣超 849 億元，儘管國安基金目前仍按兵不動，但政府基金與官股券商仍持續進場低接，今天買超 53.36 億元，累計本週三個交易日已經買超 149.52 億元。台股上週在恐慌性賣壓襲擊下，上市公司單週市值大減 3.7 兆元，驚險守住 30 兆元關卡，儘管財金部會首長頻頻出面喊話，表態國安基金隨時場邊待命，但仍無法削弱空頭氣勢，本週三天交易日市值已經蒸發 2.8 兆元。法人指出，權值龍頭股台積電 (2330-TW) 明 (19) 日即將除息，今晚若美股續跌加上除息大盤指數蒸發，明天大盤恐面臨 10 年線保衛戰，屆時可密切留意國安基金是否近召開臨時委員會與進場時間
武漢肺炎,2020-03-18 17:51:00,https://news.cnyes.com/news/id/4454447,〈晶睿法說〉短期未見缺料問題 將尋找第二供應商,安控大廠晶睿 (3454-TW) 今 (18) 日舉辦線上法說，外界關心疫情肆虐，恐發生斷料危機，對此，總經理廖禎祺表示，中國上游復工率持續好轉，尚未看到缺料問題，將持續在台灣尋找第二上游廠商。針對上游物料，廖禎祺指出，晶睿的鏡頭、連接器、線材及部分零組件等都來自中國，今年 2 月初中國上游廠商復工後，隨著廠商復工率持續提升，供貨狀況也明朗，目前沒看到缺料問題，此外，儘管供應商受到疫情影響，供給、成本吃緊，但仍在可掌控範圍內，暫時沒有要調漲終端產品售價。廖禎祺指出，中國供應商的交貨期仍在掌控內，且持續改善當中，長期來看，已積極尋找台灣第二廠商，因應未來上游供應鏈，分散風險。武漢肺炎疫情衝擊金融市場後，不少上市櫃公司實施庫藏股保衛股價，對此，廖禎祺表示，全球股市大幅修正，台股也受到影響，加上股價是由市場決定，目前晶睿暫無計畫實施庫藏股
武漢肺炎,2020-03-18 17:19:00,https://news.cnyes.com/news/id/4454353,〈晶睿法說〉疫情干擾大型專案交貨期恐遞延 營運展望轉保守,安控大廠晶睿 (3454-TW) 今 (18) 日舉辦線上法說，展望後市，總經理廖禎祺表示，受武漢肺炎疫情影響，擔憂品牌事業大型長期訂單，交貨時間恐往後遞延，原公司力拚營運優於市場成長，在不確定因素影響下，展望轉趨保守。廖禎祺指出，據 IHS 產業報告，安控產業 5 年年複合成長率為 8.3%，晶睿原預期在內部調整運作下，品牌、代工事業同時並進，可望超越市場平均，不過，受武漢肺炎疫情影響，營運難度增加，今年營運不確定因素提升。品牌事業群執行副總顧中威表示，由於新冠病毒擴散全球，許多國際展場陸續取消，或是延期至第 3 季後，品牌事業曝光機會降低，憂心原本長期專案訂單，交貨時程可能遞延。晶睿與訊連日前宣布締結策略聯盟，整合訊連的 AI 臉部辨識引擎 FaceMe ，與晶睿安控解決方案，分別將運用在零售端與科技廠房，顧中威指出，目前與訊連的後端平台整合已完成，原預期第 2 季前可完成部分場域，但同樣受疫情影響，許多細節無法與客戶溝通與確認，營收貢獻也充滿不確定性。顧中威表示，中國爆發新冠肺炎後，許多業者上前詢問熱感應相關產品，雖然晶睿有開發熱感應產品，但無法測出絕對溫度，另外，若疫情持續擴大，估未來人流控管的產品需求會增加。晶睿去年第 4 季稅後純益 1100 萬元，季減、年減逾 8 成，每股純益 0.12 元；去年純益 2.75 億元，年減 16.6%，每股純益 3.19 元，去年第 4 季單季與全年每股純益，雙寫近 10 年低點
